nombre_campo;descripcion;modulo;valores_permitidos;numero_pregunta;tema_pregunta;pagina_pdf;estado_extraccion;asignacion_valores
P71A_3;Intervenciones registradas por el serenazgo / Robo de vehículos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_4;¿El serenazgo registró intervenciones por Robo de autopartes?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_4;Intervenciones registradas por el serenazgo / Robo de autopartes / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_5;¿El serenazgo registró intervenciones por Robo a establecimientos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_5;Intervenciones registradas por el serenazgo / Robo a establecimientos / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_6;¿El serenazgo registró intervenciones por Consumo de alcohol en vía pública?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_6;Intervenciones registradas por el serenazgo / Consumo de alcohol en vía pública / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_7;¿El serenazgo registró intervenciones por Consumo de drogas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_7;Intervenciones registradas por el serenazgo / Consumo de drogas / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_8;¿El serenazgo registró intervenciones por Accidentes de tránsito?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_8;Intervenciones registradas por el serenazgo / Accidentes de tránsito / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_9;¿El serenazgo registró intervenciones por Comercio informal?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_9;Intervenciones registradas por el serenazgo / Comercio informal / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_10;¿El serenazgo registró intervenciones por Violencia familiar?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_10;Intervenciones registradas por el serenazgo / Violencia familiar / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_11;¿El serenazgo registró intervenciones por Pandillaje (incluye pandillaje pernicioso)?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_11;Intervenciones registradas por el serenazgo / Pandillaje / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71_12;¿El serenazgo registró intervenciones por Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;70;serenazgo, 2021;40;ok;asignado_por_posicion
P71A_12;Intervenciones registradas por el serenazgo / Otro / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
P71A_12_O;Intervenciones registradas por el serenazgo / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;70;serenazgo, 2021;40;ok;sin_valores
VFI_P72A;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;70;serenazgo, 2021;40;ok;asignado_por_posicion
P72A;¿El distrito está sectorizado para actividades de patrullaje?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;71;para actividades de;40;ok;asignado_por_posicion
P72A_1;Número de Sectores / Total;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;71;patrullaje, 2022;40;ok;sin_valores
P72A_2;Sectores patrullados por el serenazgo / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;71;patrullaje, 2022;40;ok;sin_valores
VFI_P72B;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;71;patrullaje, 2022;40;ok;asignado_por_posicion
P72B;¿El serenazgo realizó patrullaje integrado con la PNP?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No realiza;72;integrado con la;40;ok;asignado_por_posicion
P72B_1;Sectores con patrullaje integrado con la PNP / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;72;Perú (PNP), 2022;40;ok;sin_valores
VFI_P73;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;72;Perú (PNP), 2022;41;ok;asignado_por_posicion
P73_1;Modalidad del patrullaje integrado con la PNP / Auto y/o camioneta;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;72;Perú (PNP), 2022;41;ok;asignado_por_posicion
P73_2;Modalidad del patrullaje integrado con la PNP / Motocicleta;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;72;patrullaje integrado;41;ok;asignado_por_posicion
P73_3;Modalidad del patrullaje integrado con la PNP / A pie;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;73;Perú (PNP), 2022;41;ok;asignado_por_posicion
P73_4;Modalidad del patrullaje integrado con la PNP / Otra modalidad;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;73;Perú (PNP), 2022;41;ok;asignado_por_posicion
P73_4_O;Modalidad del patrullaje integrado con la PNP / Otra modalidad / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;73;Perú (PNP), 2022;41;ok;sin_valores
VFI_P74;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;73;Perú (PNP), 2022;41;ok;asignado_por_posicion
P74;Frecuencia del patrullaje integrado con la PNP;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Diaria | 2: Interdiaria | 3: Semanal | 4: Quincenal | 5: Mensual;74;Policía Nacional del;41;ok;asignado_por_posicion
VFI_P75;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;74;Municipalidad que;41;ok;asignado_por_posicion
P75;¿La Municipalidad conformó el Comité Provincial / Distrital de Seguridad Ciudadana?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No ha conformado;75;de Seguridad;41;ok;asignado_por_posicion
VFI_P76;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;75;Ciudadana, 2021;41;ok;asignado_por_posicion
P76_1;¿El Comité Provincial / Distrital de Seguridad Ciudadana realizó Sesiones de Comité de Seguridad Ciudadana?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;75;Ciudadana, 2021;41;ok;asignado_por_posicion
P76A_1;Sesiones de Comité de Seguridad Ciudadana / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;75;Ciudadana, 2021;41;ok;sin_valores
P76_2;¿El Comité Provincial / Distrital de Seguridad Ciudadana realizó Consultas públicas?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;75;Ciudadana, 2021;41;ok;asignado_por_posicion
P76A_2;Consultas públicas / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;75;Ciudadana, 2021;41;ok;sin_valores
P76_3;¿El Comité Provincial / Distrital de Seguridad Ciudadana realizó Capacitación a los efectivos de serenazgo?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;75;Ciudadana, 2021;41;ok;asignado_por_posicion
P76A_3;Capacitaciones a efectivos de serenazgo / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;75;/ Distrital de;41;ok;sin_valores
P76_4;¿El Comité Provincial / Distrital de Seguridad Ciudadana realizó Operativos conjuntos de prevención de delitos y faltas (Municipio, PNP, Fiscalía)?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;76;Ciudadana realizó;41;ok;asignado_por_posicion
P76A_4;Operativos conjuntos de prevención de delitos y faltas (Municipio, PNP, Fiscalía) / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;76;actividades, 2021;41;ok;sin_valores
P76_5;¿El Comité Provincial / Distrital de Seguridad Ciudadana realizó Capacitación en la elaboración del Mapa del Delito?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;76;actividades, 2021;41;ok;asignado_por_posicion
P76A_5;Capacitaciones en la elaboración del Mapa del Delito / Número ¿El Comité Provincial / Distrital de seguridad ciudadana realizó Difusión de;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;76;actividades, 2021;41;ok;sin_valores
P76_6;anuncios de seguridad ciudadana en la página web y/o redes sociales de la municipalidad?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;76;actividades, 2021;41;ok;asignado_por_posicion
P76_7;¿El Comité Provincial / Distrital de seguridad ciudadana realizó Recuperación de espacios públicos?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;76;actividades, 2021;41;ok;asignado_por_posicion
VFI_P77;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;76;Plan de Seguridad;41;ok;asignado_por_posicion
P77_1;El Plan de Seguridad Ciudadana formulado por el Comité Provincial / Distrital de Seguridad Ciudadana ha sido / Ratificado mediante Ordenanza Municipal;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;77;Comité Provincial /;41;ok;asignado_por_posicion
P77_2;El Plan de Seguridad Ciudadana formulado por el Comité Provincial / Distrital de Seguridad Ciudadana ha sido / Articulado al Plan Operativo Institucional;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;77;Seguridad;41;ok;asignado_por_posicion
P77_3;Seguridad Ciudadana ha sido / Derivado al Comité Reginal / Provincial para su El Plan de Seguridad Ciudadana formulado por el Comité Provincial / Distrital de evaluación;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;77;Ciudadana;42;ok;asignado_por_posicion
P77_4;No tiene Plan de Seguridad Ciudadana;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;77;Seguridad;42;ok;asignado_por_posicion
VFI_P78;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;77;Ciudadana, 2021;42;ok;asignado_por_posicion
P78_1;Instrumento técnico que contiene el Plan de Seguridad Ciudadana / Mapa del Delito;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;77;Ciudadana, 2021;42;ok;asignado_por_posicion
P78_2;Instrumento técnico que contiene el Plan de Seguridad Ciudadana / Mapa de Riesgo;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;77;Ciudadana, 2021;42;ok;asignado_por_posicion
P78_3;Instrumento técnico que contiene el Plan de Seguridad Ciudadana / Plan de Patrullaje Integrado del Serenazgo con la Policía Nacional del Perú;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;78;contiene el Plan de;42;ok;asignado_por_posicion
P78_4;Instrumento técnico que contiene el Plan de Seguridad Ciudadana / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;78;Ciudadana, 2021;42;ok;asignado_por_posicion
P78_4_O;Instrumento técnico que contiene el Plan de Seguridad Ciudadana / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;Ciudadana, 2021;42;ok;sin_valores
P78_5;El Plan de Seguridad Ciudadana no tiene instrumentos técnicos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 5: Sí;78;Ciudadana, 2021;42;ok;asignado_por_posicion
VFI_P79;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;78;Ciudadana, 2021;42;ok;asignado_por_posicion
P79_1;¿Existen en el distrito organizaciones de seguridad vecinal y comunal / Ronda Urbana?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;78;Ciudadana, 2021;42;ok;asignado_por_posicion
P79A_1_1;Organizaciones de seguridad vecinal y comunal / Ronda Urbana / Registradas en la municipalidad / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;Ciudadana, 2021;42;ok;sin_valores
P79A_1_2;Organizaciones de seguridad vecinal y comunal / Ronda Urbana / No registradas en la municipalidad / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;Ciudadana, 2021;42;ok;sin_valores
P79_2;¿Existen en el distrito organizaciones de seguridad vecinal y comunal / Ronda Campesina?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;78;Ciudadana, 2021;42;ok;asignado_por_posicion
P79A_2_1;Organizaciones de seguridad vecinal y comunal / Ronda Campesina / Registradas en la municipalidad / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;Ciudadana, 2021;42;ok;sin_valores
P79A_2_2;Organizaciones de seguridad vecinal y comunal / Ronda Campesina / No registradas en la municipalidad / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;Ciudadana, 2021;42;ok;sin_valores
P79_3;¿Existen en el distrito organizaciones de seguridad vecinal y comunal / Asociaciones vecinales de seguridad ciudadana?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;78;Ciudadana, 2021;42;ok;asignado_por_posicion
P79A_3_1;Organizaciones de seguridad vecinal y comunal / Registradas en la municipalidad / Asociaciones vecinales de seguridad ciudadana/ Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;78;organizaciones de;42;ok;sin_valores
P79A_3_2;Organizaciones de seguridad vecinal y comunal / No registradas en la municipalidad / Asociaciones vecinales de seguridad ciudadana/ Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79_4;¿Existe en el distrito organizaciones de seguridad vecinal y comunal / Comité de Autodefensa?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;79;comunal, 2022;42;ok;asignado_por_posicion
P79A_4_1;Organizaciones de seguridad vecinal y comunal / Registradas en la municipalidad / Comité de Autodefensa / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79A_4_2;Organizaciones de seguridad vecinal y comunal / No registradas en la municipalidad / Comité de Autodefensa / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79_5;¿Existe en el distrito organizaciones de seguridad vecinal y comunal / Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;79;comunal, 2022;42;ok;asignado_por_posicion
P79A_5_1;Organizaciones de seguridad vecinal y comunal / Registradas en la municipalidad / Otro / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79A_5_2;Organizaciones de seguridad vecinal y comunal / No registradas en la municipalidad / Otro / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79A_5_O;Organizaciones de seguridad vecinal y comunal / Otro /Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;comunal, 2022;42;ok;sin_valores
P79_6;¿Existe en el distrito organizaciones de seguridad vecinal y comunal / Juntas Vecinales de Seguridad Ciudadana?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;79;comunal, 2022;42;ok;asignado_por_posicion
P79A_6_1;Organizaciones de seguridad vecinal y comunal / Registradas en la municipalidad / Juntas Vecinales de Seguridad Ciudadana / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;Existe en el distrito;43;ok;sin_valores
P79A_6_2;Organizaciones de seguridad vecinal y comunal / No registradas en la municipalidad / Juntas Vecinales de Seguridad Ciudadana / Número;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;79;seguridad vecinal y;43;ok;sin_valores
VFI_P80;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No Informó | 1: Informó;79;comunal, 2022;43;ok;asignado_por_posicion
P80_1;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Conformó un Comité Multisectorial de Prevención;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;79;comunal, 2022;43;ok;asignado_por_posicion
P80_2;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Convenios de cooperación de prevención;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;79;comunal, 2022;43;ok;asignado_por_posicion
P80_3;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Charlas y/o talleres de prevención en instituciones educativas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;79;comunal, 2022;43;ok;asignado_por_posicion
P80_4;Charlas y/o talleres de prevención y fortalecimiento en familias (Comités La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / vecinales, clubes de madres y comités del Programa de Vaso de Leche);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;79;comunal, 2022;43;ok;asignado_por_posicion
P80_5;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Campañas de concientización en ferias, medios de comunicación y otros eventos;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 5: Sí;79;Acciones que realizó;43;ok;asignado_por_posicion
P80_6;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Actividades recreativas, deportivas, culturales y de formación de valores;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 6: Sí;80;y alcohol, 2021;43;ok;asignado_por_posicion
P80_7;Recibió capacitación y asistencia técnica en aspectos de prevención por la La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Comisión Nacional para el Desarrollo y Vida sin Drogas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 7: Sí;80;y alcohol, 2021;43;ok;asignado_por_posicion
P80_8;Recibió capacitación y asistencia técnica en aspectos de prevención por La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Organización No Gubernamental;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 8: Sí;80;y alcohol, 2021;43;ok;asignado_por_posicion
P80_9;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Otra acción;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 9: Sí;80;y alcohol, 2021;43;ok;asignado_por_posicion
P80_9_O;La municipalidad realizó acciones para prevenir el consumo de drogas y alcohol / Otra acción / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;80;y alcohol, 2021;43;ok;sin_valores
P80_10;La municipalidad no realizó acciones para prevenir el consumo de drogas y alcohol;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 10: Sí;80;y alcohol, 2021;43;ok;asignado_por_posicion
VFI_P84A;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;80;Brigadas para la;43;ok;asignado_por_posicion
P84A;Emergencias y a Desastres vinculadas al Programa Presupuestal N° 068: ¿La municipalidad tiene Implementado Brigadas para la Atencion Frente a Reducción de la Vulnerabilidad y Atención de Emergencias por Desastres?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Si | 2: No implementó;81;Presupuestal N°;43;ok;asignado_por_posicion
P84A_1A;Número de Brigadas;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;81;Desastres, 2022;43;ok;sin_valores
VFI_P85;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;81;Desastres, 2022;44;ok;asignado_por_posicion
P85_1;¿La municipalidad ha conformado el Centro de Operaciones de Emergencia Local (COEL)?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí y el COEL se encuentra contemplado dentro de la estructura orgánica de la municipalidad | 2: Sí y el COEL no se encuentra contemplado dentro de la estructura orgánica de la municipalidad | 3: No ha conformado;82;Emergencia Local;44;ok;asignado_por_posicion
VFI_P86;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;82;(COEL), 2022;44;ok;asignado_por_posicion
P86_1;Funcionamiento del Centro de Operaciones de Emergencia Local (COEL);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Funciona las 24 horas | 2: Funciona solo en horario de oficina | 3: Funciona solo cuando hay una emergencia;83;Emergencia Local;44;ok;asignado_por_posicion
VFI_P87;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;83;(COEL), 2022;44;ok;asignado_por_posicion
P87_1;¿El Centro de Operaciones de Emergencia Local tiene / Personal con dedicación exclusíva?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;83;(COEL), 2022;44;ok;asignado_por_posicion
P87_2;¿El Centro de Operaciones de Emergencia Local tiene / Computadora?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;83;(COEL), 2022;44;ok;asignado_por_posicion
P87_3;¿El Centro de Operaciones de Emergencia Local tiene / Radio comunicador?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;83;Equipos del Centro;44;ok;asignado_por_posicion
P87_4;¿El Centro de Operaciones de Emergencia Local tiene / Línea de telefonía fija?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;84;Emergencia Local,;44;ok;asignado_por_posicion
P87_5;¿El Centro de Operaciones de Emergencia Local tiene / Línea de telefonía móvil?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;84;2022;44;ok;asignado_por_posicion
P87_6;¿El Centro de Operaciones de Emergencia Local tiene / Otro?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;84;2022;44;ok;asignado_por_posicion
P87_6_O;El Centro de Operaciones de Emergencia Local tiene / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;84;2022;44;ok;sin_valores
VFI_P87A;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;84;La Municipalidad;44;ok;asignado_por_posicion
P87A;¿La Municipalidad contó con Informes de Evaluación de Riesgos (EVAR), aprobado con Resolución de Alcaldía u otra Norma?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No contó;85;aprobado con;44;ok;asignado_por_posicion
P87A_1A;¿Ejecutó Medidas de Prevención y Reducción del Riesgo de Desastres, señaladas en los Informes de EVAR?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No;85;Norma, al 31 de;44;ok;asignado_por_posicion
VFI_P88;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;85;diciembre 2021;45;ok;asignado_por_posicion
P88;¿La Municipalidad tiene almacén local de Bienes de Ayuda Humanitaria?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No tiene;85;diciembre 2021;45;ok;asignado_por_posicion
P88_1;Bienes de Ayuda Humanitaria / Techo (carpas, calaminas, planchas de triplay y otros);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;85;diciembre 2021;45;ok;asignado_por_posicion
P88_2;Bienes de Ayuda Humanitaria / Alimentos no perecibles;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;85;diciembre 2021;45;ok;asignado_por_posicion
P88_3;Bienes de Ayuda Humanitaria / Bidones de agua;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;85;diciembre 2021;45;ok;asignado_por_posicion
P88_4;Bienes de Ayuda Humanitaria / Botiquines de emergencia;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;85;Bienes de Ayuda;45;ok;asignado_por_posicion
P88_5;Bienes de Ayuda Humanitaria / Abrigo (ropas, camas plegables, colchas, colchones, frazadas y otros);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 5: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
P88_6;Bienes de Ayuda Humanitaria / Enseres (utensílios de cocina, productos de higiene y otros);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 6: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
P88_7;Bienes de Ayuda Humanitaria / Herramientas (lampas, carretillas, picos y otros);MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 7: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
P88_8;Bienes de Ayuda Humanitaria / Otro tipo de bien;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 8: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
P88_8_O;Bienes de Ayuda Humanitaria / Otro tipo de bien / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;86;municipalidad, 2022;45;ok;sin_valores
P88_9;No Dispone de Bienes de Ayuda Humanitaria;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 9: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
VFI_P89;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;86;municipalidad, 2022;45;ok;asignado_por_posicion
P89;¿La Municipalidad contó con Unidad de Gestión del Riesgo de Desastres u Oficina de Defensa Civil?;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;1: Sí | 2: No contó;86;municipalidad, 2022;45;ok;asignado_por_posicion
P89_1;Medios de comunicación / Radiotransmisor;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 1: Sí;86;municipalidad, 2022;45;ok;asignado_por_posicion
P89_2;Medios de comunicación / Línea de telefonía fija;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 2: Sí;86;contó con Unidad de;45;ok;asignado_por_posicion
P89_3;Medios de comunicación / Línea de telefonía móvil;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 3: Sí;87;de Desastres u;45;ok;asignado_por_posicion
P89_4;Medios de comunicación / Acceso a internet;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 4: Sí;87;Civil, 2021;45;ok;asignado_por_posicion
P89_5;Medios de comunicación / Otro;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 5: Sí;87;Civil, 2021;45;ok;asignado_por_posicion
P89_5_O;Medios de comunicación / Otro / Especifique;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;;87;Civil, 2021;45;ok;sin_valores
P89_6;Medios de comunicación / No tiene medios de comunicación;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No | 6: Sí;87;Civil, 2021;45;ok;asignado_por_posicion
VFI_P90;Municipalidad informante;MÓDULO V: SERVICIOS PÚBLICOS LOCALES;0: No informó | 1: Informó;87;Civil, 2021;45;ok;asignado_por_posicion
